name,url,username,rating,date_review,number of reviews,state_abreviation,text_review
Taylor Shellfish Oyster Bar,https://www.yelp.com/not_recommended_reviews/taylor-shellfish-oyster-bar-seattle-2?not_recommended_start=20,Aaron H.,5,10/29/2016,10,MO,Great restaurant! The food tasted great and was well prepared. Also received excellent service from the staff. To top it off the prices were great considering the quality of food you get.
Taylor Shellfish Oyster Bar,https://www.yelp.com/not_recommended_reviews/taylor-shellfish-oyster-bar-seattle-2?not_recommended_start=20,cindy g.,5,12/29/2015,78,WA,Good oysters and good serviceAtmosphere was good too!
Taylor Shellfish Oyster Bar,https://www.yelp.com/not_recommended_reviews/taylor-shellfish-oyster-bar-seattle-2?not_recommended_start=20,Chris C.,5,06/01/2015,13,MD,"Came again, and we are very happy with the oysters and service."
Taylor Shellfish Oyster Bar,https://www.yelp.com/not_recommended_reviews/taylor-shellfish-oyster-bar-seattle-2?not_recommended_start=20,Vince C.,5,4/16/2015,5,WA,Happy hour!!!
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Ruxue N.,3,9/24/2023,6,WA,"The service was ok, not the best. They want you to leave immediately after your dinner. The food was fine, not the best...."
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Evelyn S.,3,4/18/2023,47,WA,"Just ok, definitely not the best sushi in the area, and not the place I would go back to"
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Mark W.,3,4/13/2023,10,WA,Wasn't there????I'm not adding anything to a review when I never went to the restaurant.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,David C.,4,12/30/2023,186,WA,Had a bunch of great sushi and got drunk.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Denyse F.,4,1/21/2023,25,WA,The best Japanese food i've had in a very long time!!!!! The customer service is always great and I always feel very welcomed!
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Caryn W.,4,07/06/2022,10,WA,Probably the best sushi I've had in Seattle.  Unique signature rolls that tasted fresh and the service was above and beyond. Strongly recommend.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Jennifer K.,4,3/24/2022,10,CO,Everyone was so friendly and so polite. The food was good and the price was reasonable.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Brian P.,5,05/01/2024,22,TX,"I recently had an incredible dining experience at Katsu-ya Seattle! The sushi was simply amazing, with the crispy rice tuna roll stealing the show with its fresh, flavorful tuna and delightful crunchy texture. The recommended roll of 12 was also fantastic, featuring delicious tuna and salmon. The service was outstanding; our waiter was friendly and attentive, ensuring a comfortable and enjoyable meal for my party of two. Overall, Katsu-ya Seattle exceeded my expectations with its exceptional sushi and impeccable service--I can't wait to return for more!"
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Patricia A.,5,6/24/2023,44,TX,"Exquisite Sushi Experience at Katsu-ya Seattle!Katsu-ya Seattle is a true gem for sushi enthusiasts! Sitting at the sushi bar offers a front-row seat to witness the mastery of the head sushi chef. It's a delight to watch as he skillfully crafts each piece of sushi with precision and care. What makes the experience even better is the wonderful conversation you can have with the chef, sharing insights about the ingredients and techniques. It adds a personal touch to the meal that is truly memorable.The marinated tuna at Katsu-ya Seattle is simply unparalleled. The flavors are perfectly balanced, making each bite a revelation. The freshness of the fish is evident in every piece, showcasing their commitment to using top-quality ingredients. Whether it's nigiri, sashimi, or specialty rolls, you can trust that the fish will always be impeccably fresh and delicious.The atmosphere at Katsu-ya Seattle is inviting and comfortable, with plenty of seating options. The team is exceptional, providing attentive and friendly service from the moment you step through the door. You are greeted warmly and made to feel welcome throughout your dining experience. Considering the quality of the food, the value offered is outstanding, especially considering the Seattle area's dining scene.Katsu-ya Seattle is a must-visit for sushi lovers seeking a remarkable dining experience. From the mesmerizing sushi preparation to the incredible flavors, this restaurant delivers on all fronts. With its great atmosphere, friendly team, and remarkable value, it's a place that will keep you coming back for more!"
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=0,Steve B.,5,3/15/2023,20,WA,"I celebrated my anniversary at this restaurant, and it was the perfect choice. The menu was filled with delicious options, and the presentation was beautiful. The staff went out of their way to make the night special, with personalized touches and attentive service. I highly recommend this restaurant for any special occasion or romantic date night."
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Susan W.,5,5/28/2021,3,WA,Awesome spot! Delicious and fun place for a date night.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Elizabeth M.,5,5/22/2021,19,WA,I'm a huge fan of the fried-food options they have here.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Tyron W.,5,3/26/2021,3,CA,Delicious food plus good environment. Especially impressed by the warm service; I was thirsty after jogging in the morning. The waitress was very thoughtful and poured tea for me whenever it ran out.
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Joseph T.,5,02/12/2021,19,WA,They have really good fried appetizers here!
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Jason W.,5,1/15/2021,21,WA,"Fresh, delicious, raw fish here. Some places you have to worry about, I was impressed here."
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Jonathan H.,5,12/29/2020,10,WA,"My husband and I have been hungry for Sushi, however, it is not easy for us as I need to be strictly Gluten Free. We decided to stop by this new location in Seattle South Lake Union and the manager and staff were very accommodating of my needs without any difficulty. Their willingness to work with customers won our business. Of course, we thoroughly enjoy the food! Definitely will go back!!!"
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Jennifer M.,5,10/25/2020,34,CA,"Our hotel, CITIZENM, down the street recommended us this place when I asked for their best sushi restaurant in town. They weren't lying. This is my top 3 favorite sushi spot and it was my first time there! I ordered:Corn TempuraSeared Spicy Albacore w/ Crispy OnionJapanese CevicheSalmon w/ Black CaviarCreamy Popcorn Shrimp TempuraChili Edamame4 1/2 RollEverything was amazing. However, one SMALL complaint, although the flavor of the edamame was yummy, it was on the overcooked side. It felt mushy, I prefer for it to not be that soft. If it's your first visit, just order off their signature dish list. You won't be disappointed."
Katsu-ya Seattle,https://www.yelp.com/not_recommended_reviews/katsu-ya-seattle-seattle?not_recommended_start=10,Alan S.,5,10/12/2020,218,CA,Got to be in town for the grand opening of the restaurant the food was fantastic given the difficult covid situation the event was small and only 2-4 people at each table. The food was amazing and the displays of sashimi was out of this world (check out the pictures)
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Araceli S.,1,3/16/2024,4,CA,I was extremely dissatisfied with my dining experience. After reading several reviews I expected more meal options. The food was a bit too salty. The service could have been better.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Marco S.,1,3/15/2024,3,UT,This american restaurant that sells premium pretend italian food is a disgrace to the italian culinary culture. This restaurant is an absolute insult to the great Piemonte region of italy.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,B. M.,1,2/25/2016,80,NM,Ugh ! Sinking like the Titanic and people flock here. What's with the fools on the hill
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,mike i.,1,2/21/2015,3,WA,"While I heard good reviews on this place, I found it to be mediocre and not very flavorful.very expensive and no value at all..not sure why so many good reviews!!!will not never go back"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Ezequiel G.,1,02/09/2015,1,WA,Portions too small and too expensive for the size. In Italy they are at least three times the size for less than half the price.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Tim V.,1,12/30/2010,13,WA,"The space is nice, and the bartender was good. But the food portions were small and expensive, and the deconstructed tiramisu was so ridiculous I can't find words for it."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Caleb E.,2,03/11/2016,10,WA,"Great service but wildly overpriced meals. We each had a pasta since we wanted to get some variety. My friend had the ""famous"" butter and sage, and I had the pork and beef ragu. The food was okay, but to pay $28 for a bowl of pasta is just over the top. Again, service was great, but I just can't recommend anyone pay that much for a bowl of noodles. The waiter recommended we split a pasta because they said the portion was large...which might be true if the noodles were thicker. We both finished ours in under 10 minutes (without rushing!)"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Lucy J.,2,5/24/2013,73,HI,"I had a wonderful meal with a friend here. The food was high quality, and we expected the prices are to be that expensive, knowing the location. The bits are large enough to share, and the roasted meat special was a fantastic choice. You can't go wrong here. We were looking forward to getting back to try more of their dishes."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Richard S.,3,7/22/2022,82,CA,not as good as id hoped.. menu was a bit limited.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=0,Thomas H.,3,1/16/2022,13,WA,the food was pretty good too expensive overcook pasta
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Reece H.,4,10/04/2023,3,WA,"Very delicious food! We ordered one dish from each section of the menu and were pleased with each one. Every single appetizer option is to die for. Unfortunately, the seating is a little awkward not sure why two tables would be placed in the center of the restaurant where servers and other patrons need to be walking by. Be prepared for extremely uncomfortable chairs and slow service. It was a 3 hour dining experience with a lot of wait time between each dish."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,James H.,4,9/30/2023,4,WA,"Very delicious food! We ordered one dish from each section of the menu and were pleased with each one. Every single appetizer option is to die for. Unfortunately, the seating is a little awkward not sure why two tables would be placed in the center of the restaurant where servers and other patrons need to be walking by. Be prepared for extremely uncomfortable chairs and slow service. It was a 3 hour dining experience with a lot of wait time between each dish."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Joel H.,4,8/23/2023,6,WA,"Went for wine pairings lunch today at this high end Northern Italian restaurant that is well known for its handmade pasta. I always think good wine must be paired with good food which this place deserves. However, I didn't like the food being served in common plate to be shared with 2 other diners. I highlighted this to the waitress but my suggestion was not taken seriously. service"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Anthony E.,4,08/09/2023,4,WA,On the menu there's an option to order EVERYTHING. That's what we did. It was a great experience by itself. The food are mostly tasty. The fresh pasta taste so good - especially liked the mini ravioli with rabbit. The duck breast and the tuna mayo appetizer also stand out. The service was exceptional as well. Overall it was a great experience
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Jose S.,4,6/18/2023,2,WA,We went with a group of 8 and did the family style Degustazione where they literally bring you everything on the menu over multiple courses. And it is not a small amount of food. Our waiter was fabulous and warned us that we should pace ourselves and he was right.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Abigail C.,4,11/15/2021,12,CA,"After being told repeatedly that we needed to try Spinasse we finally did. I would say that it largely lived up to its reputation. The staff were extremely professional but also friendly. The menu had enough variation to make it possible for several different experiences but we made the mistake of ordering a succession of incredibly rich dishes rather than something light and crisp between the rich items. That said, everything was exceptional, if a bit much, but we had a great dinner and would highly recommend Spinasse, not that they need our endorsement."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Asher R.,4,07/10/2021,15,WA,"I was simply getting exhausted since morning and chosen to move out for lunch. This is probably the best spot I have gone to for lunch. Just improved my evening. On the off chance that you are searching for an incredible early lunch detect this is it. This place has some of the best Italian food, I can count on my hands how many times I've enjoyed a great meal!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Jason W.,4,1/15/2021,21,WA,Seriously delicious noodles and different/delicious parm cheese.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Binjimin C.,4,9/16/2018,54,TX,"Incredibly unique food. The portions are fairly sized. I liked getting a bunch of appetizers, it was good to taste a bunch of their different styles."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=10,Kimber H.,4,6/17/2017,8,OR,"The service and the homemade pasta are incredible. Prices are high, but worth the high quality food and atmosphere. Our server was fantastic and did a great job of helping us pick the best food and cocktails."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Oliver K.,4,05/04/2017,5,WA,"The service and the homemade pasta are INCREDIBLE. Prices are high, but worth the high quality food and atmosphere. Our server was fantastic and did a great job of helping us pick the best food and cocktails. Highly recommend the baby artichokes and the sage pasta."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Kai I.,4,9/18/2016,10,FL,"Very nice and cozy room,food as excellent,service very attentive and professional."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Todd M.,4,4/23/2015,8,WA,Excellent food. Everything that they put in front of us was very tasty. The only negative was that even though we reserved a table a month in advance we were seated by the door. All in all a very good experience though.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Ruby W.,4,02/12/2015,2,WA,"Everything was good, but a little too rich for me, especially the fine.pasta in butter and sage which really was like eating pure butter! Appetizer plate is okay as is the pork belly, but the highlight for me was the coconut panna cotta which was very well balanced."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Ernest L.,4,02/09/2015,1,WA,Solid menu of delicious dishes. They have fantastic pasta that is made fresh.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,David M.,4,7/15/2014,15,WA,Good very good but not as good as altura. Enough said
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Ashley L.,4,06/09/2014,10,WA,Quite possibly the best medium price dining experience in WA . Quality of food and service is consistently OUTSTANDING....One of the few SoCal dining experiences that feels every bit like lower Manhattan...Pastries worthy of the Champs Lysee...and how cool are those totally clear ice cubes!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Jack C.,4,3/29/2014,11,WA,Exceptional Food and service
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Namita D.,4,1/28/2014,12,WA,Loved the food. The gnocchi melted in my mouth.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=20,Tracey W.,4,3/15/2013,327,CA,The restaurant expanded twice its size!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Mandy K.,4,12/26/2012,6,WA,"I had dinner this evening with my old friends, very delicious food , friendly servers and convenient atmosphere , I feel like eating real Italian food in Italy ."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Tamara B.,4,12/26/2012,6,WA,"Went for dinner. The atmosphere and decor is nice enough and gives a good neighborhood italian family spot to eat. Service is friendly, but slow. The value for what you get was off-par. The shrimp were less than fresh, the salad was too trendy to be friendly - I don't know who started this trend, but a half wedge of lettuce that you have to cut up yourself does not make a salad enjoyable, nor contribute to a ""neighborhood"" vibe. Too high-end of an idea there--which I find really isn't enjoyable at any restaurant. Lunch or bar use might be better time to visit. Would not go back for dinner."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Jimmy C.,4,12/23/2012,6,WA,"This is the place to go if you are looking for Authentic Italian Food! Best food, services, atmosphere. The bread is fantastic!! The deserts are great...Everyone and everything is delicious!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Leah F.,4,04/08/2012,13,WA,Great food and service!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Brian S.,4,11/16/2011,4,WA,"Went to the much hyped Spinasse for dinner last weekend. Overall an ok experience, but don't know if I agree with all the positive press it's getting. Pro's: Very good tasting food, simple and very nice atmosphere/ambience, good wine list and pleasant staff.Con's: Limited menu - especially the much talked about pasta dishes, nice waitress, but slow service,We'll give it another try, but I'm not in a hurry to get back anytime soon."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Carol L.,4,08/02/2011,71,CA,good food. a tad pricey. great atmosphere.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Beth G.,4,5/31/2011,66,CA,"Good staff, great pasta- we tried most of the menu between the three of us and everything was good."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Justin B.,4,1/16/2011,79,WA,Incredible food and service however the place is SO loud.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,CapHill C.,4,11/26/2010,16,WA,"Best advice: Just order the butter and sage pasta. Holy lord that is the best pasta I've ever and I mean EVER had in this town (the only close rival I can think of is Volterra in Ballard). Pair it with carrots, and you've got one perfect meal. We LOVE this place! Great atmosphere (although avoid sitting at the bar as it does seem to draw some poser-types, and you'll be subjected to their annoying conversations) ... and go early or make reservations as the space is a tad cramped. Service is okay, but you get the sense, sometimes, that they don't really like you and that they have better things to do or that they're more sophisticated than you (which is why I'm giving it 4 rather than 5 stars -- oh, and because it's a bit cramped) ... but the food is truly amazing. Promise."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=30,Chian Y.,4,10/09/2010,4,WA,"Love this place, although it is very small and doesn't smell right. Food and Service is superb!! as far as price wise, it is pretty fair. their menu is very unique Italian dish, and it reminds me of me being in ItalyGreat Place!!!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Cole M.,4,4/27/2010,16,WA,"It is going to be tough to tell y'all everything we ate because we almost had one of everything on the menu. Three letters- WOW! It was hard to get a reservation earlier than 8:30, but it was worth the wait. The staff was great, our waitress was so really knowledgable, helpful and funny. There was only one thing I didn't like, Campari and Soda is not my drink of choice. Now that's out of the way... everything that was delicious... the hand cut egg pasta with butter and sage, so simple... but it was my favorite thing. My favorite entree was the whole rainbow trout. Perfectly cooked. I suggest you let the waiter fillet it for you. And then finish the meal off with a pot of Herkimer coffee. We had friends in from out of town and this is a meal we'll always rememeber."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,alexandra W.,4,10/15/2009,13,WA,Great experience. Will be back.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,christopher r.,4,8/18/2009,76,WA,"We loved the food! WONDERFUL! The decore was a little ZzZzZz but it is very homey. The service was great. The shared tables was fun, we loved it. However, they have the most uncomfortable chairs on earth!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Josh G.,5,8/28/2024,24,WA,Always a delicious place! The butter and sage pasta is iconic and you can't go wrong with it (even if you're a strict carnivore!). Love this place so much! The halibut (pictured) is a star too!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Alisa A.,5,7/27/2024,1,FL,"If you're a pasta fanatic, Spinasse is an absolute must-visit. From the moment you walk in, the ambiance is inviting and it has the most welcoming staff.The star of the show is undeniably the pasta. I promise you which ever kind you order, won't disappoint."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Anderson C.,5,4/25/2024,12,WA,"Place is great my son goes there , they're really dedicated with every aspect, all of the stuff is really dedicated"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Mimi N.,5,03/01/2024,70,WA,Excellent food & service. Enjoyed the portions. Nice and well done. Nice atmosphere. Large seating available for groups.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Marc B.,5,01/07/2024,49,WA,"Lovely company we had and great food. From the wine to the dessert. Thoroughly enjoyed the food. We had the antipasto, risotto, tajarin, and tiramisu as dessert. It's so tasty and not pretentious like other fancy restaurants.Everything is perfect, the ambiance is intimate but not too formal. Their staff is also super attentive and friendly. We'll be going back soon!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Jasper T.,5,10/09/2023,41,WA,"Spinasse has firmly secured its place as our absolute favorite restaurant, and every visit here is nothing short of a gastronomic delight. If there were a way to give this place more than five stars, I would do so without hesitation.Our latest visit to Spinasse was a testament to why we keep returning. We couldn't resist ordering our all-time favorites - the Ragu and Short Rib.The Ragu at Spinasse is, in a word, perfection. It's the kind of dish that makes you wonder if the chefs have secretly discovered a portal to Italy to source their ingredients. Handcrafted with love, the pasta was the ideal canvas for the rich, meaty, and profoundly satisfying ragu sauce. Each bite was a revelation, a harmonious blend of flavors that danced on our taste buds. It's a dish that defines comfort food; every spoonful warms the soul.The Short Rib is a true showstopper. The succulent, tender meat practically melts in your mouth, and the depth of flavors is nothing short of mesmerizing. The presentation is a work of art, but the real masterpiece is the taste. The slightly sweet undertones complement the savory richness of the dish, creating a symphony of flavors that's nothing short of extraordinary.Now, onto the only downside - getting a reservation! It's no secret that Spinasse is a sought-after dining destination, and it's not surprising, given their exceptional experience. The only drawback is that it can be challenging to secure a table, especially for impromptu visits. But I suppose that's a testament to their well-deserved popularity.The ambiance at Spinasse is intimate and inviting, making it perfect for a romantic evening or a special celebration. The staff is knowledgeable and incredibly accommodating, which adds to the overall charm of the place.In conclusion, Spinasse is a culinary treasure in Seattle, and their Ragu and Short Rib dishes are the stuff of dreams. While getting a reservation might require some planning, the experience is more than worth it. If you're a fan of authentic Italian cuisine served with passion and precision, Spinasse is a must-visit. It's our go-to place for creating cherished memories over exceptional food, and we can't wait for our next visit!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=40,Sarah O.,5,09/04/2023,8,WA,Best pasta in Seattle. Love sitting at the counter. Love love love the pasta and the sides
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Hung V.,5,07/06/2023,16,WA,What an amazing dinner with my girl. Pasta was so good. Will definitely be back here again.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Sara S.,5,05/09/2023,6,WA,The best food EVER! Our favorite spot in seattle. Could not recommend it enough
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Katherine A.,5,05/02/2023,21,WA,"This Italian restaurant is a hidden gem, literally. Overall, great indoor and outdoor experience, pretty chic and romantic. The drinks are pretty good, but a bit strong. They have a wide selection of pizzas, portions of pasta, salads, and other small plates. The margarita pizza is pretty tasty, thin, and doughy. It could have been a bit crispier, but still good. I love how the portions of pasta are homemade. Overall good experience would recommend."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Mary R.,5,04/05/2023,10,WA,This place is amazing! Best pasta I've ever had.. I had the butter sage pasta.. highly recommend!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Denyse F.,5,1/13/2023,25,WA,Food was awesome and service was great. The music entertainment was amazing. The piano player and drummer were both awesome. The sound with each song was great and made for a great dining experience. would highly recommend the musicians and the venue.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,John B.,5,11/01/2022,10,WA,"good lord, the food is amazing here. i only got to try the rabbit ravioli and butter/sage noodles, and both were spectacular. The service was a little disjointed, and i found the pace to be variable, but overall a great experience. I found the wine to be a bit overpriced, but everything else was on point."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Seth P.,5,05/08/2022,19,VA,one of the best meals i've had in a while. thanks for all of your suggestions. try all the pastas!
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Richard N.,5,08/09/2021,22,WA,"Very delicious Italian food, check it out!"
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,S. R.,5,11/27/2020,4,CA,(**)( ³)[-_-](**)
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=50,Mikal M.,5,8/19/2020,7,WA,"The place are clean drinks, food and staff are great, I am pleasant to visit here."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Robert K.,5,06/08/2020,2,WA,We ordered from their menu with 10 dishes and they deliver quick this great food. Pasta was amazing with special seasoning and toppings. Plus the service is exemplary! Will recommend this place.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,John D.,5,7/17/2019,18,CO,can't say enough. definitely would eat myself to harm here.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Rodney B.,5,4/17/2019,15,WA,Thank you Sara for an amazing time . And the food was very Good . We will be going back .
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Nicole W.,5,01/03/2019,8,CA,YUM! Go during the week because the wait can be long
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Stephanie S.,5,8/27/2018,31,WA,Incredible fresh pasta. Great service.
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Samantha C.,5,7/15/2018,10,PA,"Delicious Northern Italian food...............We have eaten at Spinasse in the Capitol Hill neighborhood twice in the last two months and each time was thoroughly enjoyable. To start, we had the Antipasto Misto which was a taste of each of the appetizers. A great way to taste lots of their dishes. All of the pasta is homemade and I think we have tasted each of their pastas over two visits and have loved all of them. The lamb Agnolotti, which is a ravioli type pasta, is particularly good. Nice wine selection too. Highly recommend."
Cascina Spinasse,https://www.yelp.com/not_recommended_reviews/cascina-spinasse-seattle?not_recommended_start=60,Debbie W.,5,5/21/2018,14,VA,I think this is the best pasta I have ever eaten - spectacularly good.
